,nickname,score,review,stay_date,sentimental_score_negative,sentimental_score_positive,topic_score_#0,topic_score_#1,topic_score_#2,topic_score_#3,topic_score_#4,topic_score_#5,topic_score_#6,topic_score_#7,topic_score_#8,topic_score_#9,topic_score_#0_negative,topic_score_#1_negative,topic_score_#2_negative,topic_score_#3_negative,topic_score_#4_negative,topic_score_#5_negative,topic_score_#6_negative,topic_score_#7_negative,topic_score_#8_negative,topic_score_#9_negative,topic_score_#0_positive,topic_score_#1_positive,topic_score_#2_positive,topic_score_#3_positive,topic_score_#4_positive,topic_score_#5_positive,topic_score_#6_positive,topic_score_#7_positive,topic_score_#8_positive,topic_score_#9_positive
2513,twtsean,50,커플가족로 호캉스를 가성비 보고 왔는데 시설도 좋도 쾌적해서 많이 놀랐네요  IFC에서 영화보고 여의도를 즐기다가 쉬러 오기 딱입니다 좋은 객실은 스타일러도 준비되어 있어 내일 입고 출근할 옷까지 깨끗하게 만들어주네요 뷰도 근처가 트여 있는 편이라 회사 건물도 잘 보이고 마음에 듭니다  직원분 헤일님 안내 친절하게 해주셔서 고마웠고요  글래드 호텔 여의도 친절하고 쾌적해서 추천합니다,2019-10-01,-2.999851942062378,3.498922109603882,0.29619953,0.06430957,0.00989656,0.00965346,0.17945844,0.00755171,0.29371318,0.00745591,0.00974967,0.12201197,-0.8885547363976585,-0.19291918009728448,-0.029688219245745273,-0.02895895981328711,-0.5383487478039655,-0.022654024845608967,-0.8810960600647562,-0.02236662776131504,-0.029247556847494804,-0.3660178585204754,1.036379085641677,0.22501416658082718,0.03462729785333707,0.033776715224212106,0.6279111011971708,0.026422860172666707,1.0276795471199094,0.026087650291681586,0.034113324684698076,0.426910395053266
2514,JHPark,50,일찍 호텔에 도착했으나 준비된 객실을 안내해준 친절한 MINA님 고맙습니다 아늑한 방에서 편안한 휴식을 보냈고 도심 속 힐링패키지로 좋은 커피와 조식도 함께 할 수 있어 좋았네요 다음에도 방문했으면 좋겠네요,2019-10-01,-3.0154802799224854,3.492603063583374,0.0401362,0.01810218,0.01966748,0.01918437,0.57603955,0.01500755,0.03519502,0.23421817,0.01937556,0.02307395,-0.12102991793602325,-0.05458677868864825,-0.05930689852072479,-0.05785008257625579,-1.7370359115878387,-0.045254984805786824,-0.10612988603589368,-0.7062802585967454,-0.0584266046702151,-0.06957902671397509,0.14017981314056716,0.06322374307950085,0.06869070139315792,0.06700338151094654,2.011877506465396,0.05241543101027113,0.12292223151804027,0.8180310815983383,0.06767112351045235,0.08058813167520551
2515,지호사랑,50,간만의 한국방문을 위해 글래드여의도에 예약 시끄러운 집회하는 사람들이 있지만 푸근한느낌의룸에서 편히쉬다갈 겁니다 부킹받아주신 Mina님 early check in 감사해요,2019-10-01,-3.0107874870300293,3.4980905055999756,0.07151878,0.03225632,0.03504553,0.03418467,0.24454391,0.22221754,0.06271408,0.02640274,0.03452535,0.23659107,-0.215327844301612,-0.09711692499163149,-0.10551463393237626,-0.10292277130436212,-0.7362697443373349,-0.6690498036234729,-0.18881875989485408,-0.07949302742106834,-0.10394847975507027,-0.7123254357799311,0.2501791610957582,0.11283552715353196,0.12259242498871892,0.11958106331343199,0.8554367298661703,0.7773370840389227,0.21937951918316934,0.09235916041266057,0.12077278508336509,0.8276169787915322
2516,이 혜,50,서울에 놀러올일이 있으면 늘 여의도 글래드를 선택 하는데 이번에도 역시 후회없는 선택이었습니다 너무이른도착에 추가요금을 내고라도 얼리체크인을 하고픈 맘에 문의했는데 체크인 도와주신 collin lee 매니저님께서 추가요금없이 체크인도와주셔서 너무감사했습니다 덕분에 일찍 짐을 풀고 쉴 수 있어서 더 즐겁고 편한 여행을 할수 있었습니다 2박만 하고 떠나기 아쉬워서 일박을 추가로 묵고 싶었는데 평일임에도 만실이네요 인기가 많은게 묵으면서 너무 이해되는 호텔이었습니다 침구도 너무 편해서 어떻게 잠든지도 모르게 숙면취했고 친절하신 하우스키퍼님 호텔매니저님 덕분에 너무 편히 쉬고 갑니다,2019-10-01,-2.737272024154663,3.3373162746429443,0.07980208,0.00964111,0.06890056,0.01021747,0.13151765,0.06641872,0.01874465,0.00789153,0.12717089,0.47969538,-0.2184400037601968,-0.02639033804174007,-0.18859958306341262,-0.027968005305796018,-0.35999958046062375,-0.1818061103550228,-0.051309194113760004,-0.02160125966638482,-0.348101321043238,-1.3130567430622335,0.2663247836345768,0.03217543008617385,0.22994296964065164,0.034098941739324706,0.43891598939893584,0.2216602827790659,0.06255681095763466,0.026336525855400694,0.424409482759053,1.6008951976574366
2517,강화경,50,서울에서 호캉스하려고 글래드 여의도 예약했는데 편하게 숙박하구 갑니다 호텔 들어오자마자 나는 향기때문에 기분이 좋았어요 방도 완전 깔끔했습니다 특히 침대가 사고싶을 정도로 푹신푹신해서 밖에서 자는건데도 뒤척이지 않고 푹 잘 수 있었어요 다음에는 친구들이랑 호캉스하러 또 들리겠습니다 방 업그레이드 해주신 헤일님 감사합니다,2019-10-01,-3.0326178073883057,3.5144083499908447,0.6135521,0.02319012,0.02519537,0.02457647,0.03527683,0.01922569,0.04508719,0.15951551,0.02482139,0.02955928,-1.860669004526244,-0.07032676593170528,-0.07640792620015313,-0.07453104134064503,-0.10698115473913905,-0.058304171411635686,-0.13673222197383073,-0.4837495912522094,-0.07527379899768327,-0.08964200109517062,2.1562726005713557,0.08149954564538042,0.08854681694115607,0.086371752280467,0.12397719969556054,0.06756692727621161,0.15845480477194318,0.5606026577630452,0.08723251149171851,0.10388338299380617
2518,이소라,50,처음 왔는데 너무 시설 좋고 깨끗하더라구요 어매니티도 향이 좋앗답니다 특히 조식이 맛있어서 만족했습니다 다음에도 이용하려구요 ,2019-10-01,-2.8827898502349854,3.355285167694092,0.43837917,0.0529618,0.0575414,0.05612796,0.08056554,0.0439078,0.10297053,0.04335077,0.05668731,0.06750774,-1.2637550175363401,-0.1526777294642372,-0.16587977518728625,-0.16180510763596878,-0.2322535267062662,-0.12657695680375447,-0.29684238613752356,-0.12497115209986287,-0.1634176136187948,-0.1946106387410964,1.4708871219291382,0.17770193032517057,0.1930678190992534,0.1883253049693714,0.27032036804162374,0.14732318614930406,0.3454954773303953,0.1454541866782737,0.19020210407304283,0.22650773159557502
2519,Jay0915,50,안녕하세요 작년 글래드 여의도에서 결혼식을 올리고 1주년 기념일을 맞이하여 재방문하였습니다 직원분들의 친절한 응대와 준비해주신 깜짝 선물로 좋은 추억도 생기고 푹 쉬다가 다시 일상으로 복귀하여 이렇게 후기를 남깁니다 정성스레 손편지를 남겨주신 Emily Kim 님과 다른 모든 직원분들께 다시 한 번 감사인사 드립니다 항상 방문할 때 마다 좋은 추억 만들어 주셔서 감사합니다,2019-09-01,-2.998354911804199,3.4846436977386475,0.1305976,0.00910891,0.00989656,0.00965346,0.7866656,0.00755171,0.01770993,0.00745591,0.00974967,0.01161067,-0.3915779743233969,-0.027311757220141786,-0.02967340379372274,-0.02894450828703743,-2.358702720936037,-0.022642719700782354,-0.05310065409218723,-0.022355466037610405,-0.02923296130130648,-0.03481292343163833,0.4550861257376049,0.03174131998071816,0.03448599067214175,0.03363887910316721,2.7412493894536993,0.026315033685427314,0.061712794205806,0.025981191729932407,0.03397411492675473,0.04045906432168178
2520,sangmock,50,깔끔한호텔 부모님과 같이 투숙하였는데 호텔이 전반적으로 깔끔하고 침구도 푹신하여 매우 추천합니다 직원중 하이디님 체크인시 부모님이 호텔에 대해 이것저것 물어봤었는데 꼼꼼히 다 대답해셔서 감동받았어요,2019-09-01,-3.0324742794036865,3.5052192211151123,0.55036294,0.026982,0.02931513,0.02859504,0.04104505,0.02236934,0.05245953,0.02208555,0.02888001,0.19790539,-1.6689614738453713,-0.08182222130293804,-0.08889739140004105,-0.08671371652077475,-0.12446805036387865,-0.0678344370888313,-0.1590821657521273,-0.06697386587704468,-0.08757788577833514,-0.6001430093416857,1.9291427720118293,0.09457782536635095,0.10275597295542171,0.10023187597908212,0.1438718888774826,0.07840942769151926,0.18388214169474448,0.07741469847875049,0.10123076415184284,0.6937017820893132
2521,오원경,50,인천 네스트호텔에서 너무 좋은 시간을 보냈던지라 같은 JOH에서 브랜딩한 여의도 글래드가 항상 궁금하던차에 이번에 기회가 되어 다녀왔습니다 그리고 기대했던 것 만큼 아니 그 이상으로 너무 좋은 투숙이었네요 오픈한지 몇년 안되어서 룸 컨디션 포함 호텔 시설이 전부 깔끔하고 이뻣습니다 모던한 느낌 덕분에 남녀노소 모두 좋아할 것 같아요 그리고 로비 직원 분들은 물론이고 돌아다니다가 마주치는 정비원분들까지 항상 웃으면서 인사해주셔서 기분이 좋았습니다 마지막으로 생각보다 일찍 도착했음에도 능숙한 응대로 많은 편의를 도와주신 프론트 남자 직원분안경쓰신 분인데 성함은 기억이덕분에 더더욱 좋은 투숙이 될 수 있었던 것 같습니다 왠만한 5성급 호텔에도 밀리지 않는다는 인상을 받았을만큼 좋았던 경험이었습니다,2019-09-01,-2.976938009262085,3.465502977371216,0.37827694,0.0526781,0.0081066,0.00790747,0.10178369,0.00618586,0.01450679,0.09654076,0.00798628,0.3260275,-1.126107013098789,-0.15681945151228494,-0.024132852679067174,-0.023540055593878506,-0.30300374392881224,-0.01841492286460933,-0.04318581965866808,-0.28739586971796527,-0.023774649798950387,-0.9705636941763203,1.3109198762589642,0.18255612795251164,0.028093454600520484,0.02740336966851764,0.3527316905736342,0.021437117540510586,0.05027332989188715,0.3345623049902464,0.027676464678766832,1.1298493154481832
2522,jiseung,50,두번째 방문입니다 이번에는 밤12시가 다 되어 체크인을 하였습니다 직원분 Dannie 께서 전혀 피곤한 내색 안하시고 미소로 빠른 체크인을 도와주셨습니다 늦은시간이였지만 덕분에 편히 쉴 수 있게 되었습니다 비록 주차는 안내를 받고 바로 옆건물에 하였으나 만족합니다 칫솔은 유로이니 참고바랍니다,2019-09-01,-2.8399064540863037,3.3874523639678955,0.11273533,0.01361987,0.09733491,0.09697142,0.02071855,0.0112915,0.02648031,0.01114826,0.26218995,0.3475099,-0.3201577942765965,-0.03867914598805644,-0.27642202906038804,-0.27538976843182894,-0.0588387553228471,-0.032066814819700085,-0.0752016023244142,-0.031660004875404324,-0.7445949440358746,-0.9868955817268485,0.3818855636968266,0.04613664803112538,0.32971735898064125,0.32848607416088527,0.07018311484327855,0.03824943159997929,0.08970078757399413,0.03776418698725359,0.8881559812449424,1.1771732010749147
2523,윌리,50,숙박객이 몰리는 주말임에도 불구하고 웃음으로 맞이해주시는 Dannie 호텔리어님께 감동받고 방 상태도 너무 깔끔해서 놀랐습니다 어매니티도 다른곳과 다르게 좋은 제품으로 되어있어 호텔에서 지내는 매 순간마다 행복한 기분이 들었습니다 잘 쉬다 갑니다,2019-09-01,-2.9756782054901123,3.46294903755188,0.5304482,0.01631268,0.11657917,0.01728788,0.12367081,0.01352397,0.03171578,0.0133524,0.01746017,0.1196489,-1.578443142877802,-0.0485412731090924,-0.3469021102478962,-0.05144316273486149,-0.3680045309101221,-0.04024297941210819,-0.09437595679383293,-0.03973244198298054,-0.05195583407753057,-0.35603661260754116,1.836915077838114,0.05648996409777718,0.40370774184899005,0.05986704158824585,0.4282657088991382,0.04683281497517533,0.10983013154589827,0.04623867643708679,0.06046366347074672,0.4143380297935959
2524,sh870331,50,국회의사당 역에서 나오자마자 위치해있어 아주 편했어요 깔끔하고 친절했습니다 다음에 또 오고싶어요 편히 쉬다갑니다,2019-09-01,-3.033147096633911,3.4857213497161865,0.117427,0.0529618,0.0575414,0.05612796,0.08056554,0.0439078,0.42392266,0.04335077,0.05668731,0.06750774,-0.3561733608202733,-0.16064091935364644,-0.17453154223454437,-0.17024435284679917,-0.24436713975341462,-0.13317881253077424,-1.2858197792087651,-0.13148925410702272,-0.1719409620671053,-0.2047609172147986,0.4093177971451478,0.18461006485654963,0.20057330013469876,0.19564642151554956,0.2808290297403815,0.1530503517892523,1.4776762595026582,0.151108695258384,0.19759618088854847,0.23531318395839662
2525,Hjkk,50,지하철역이랑 가까워 이동하기 쉬었어요 리셉션에서 joy님이 친절하게 안내해주셨습니다 침구류와 욕실 모두 깨끗해서 잘쉬다갑니다,2019-09-01,-3.024141311645508,3.4712307453155518,0.4147342,0.02033269,0.14530836,0.02154822,0.03093011,0.01685675,0.2859667,0.0166429,0.02176296,0.02591706,-1.2542148715562575,-0.06148892879888734,-0.4394330157867614,-0.06516485934629657,-0.09353702137458697,-0.05097718985374655,-0.864803694153693,-0.05033047635851062,-0.06581427663456196,-0.07837684822545654,1.4396381566604575,0.07057945980278202,0.5043988483711921,0.07479884038684226,0.10736554643474427,0.058513664043638336,0.9926563815813694,0.05777134034354248,0.07554426760907074,0.0899640913714772
2526,Soo,50,직원분들도 친절하고 룸 컨디션도 좋았습니다 당일예약해서 급하게왔는데 만족한 여행이됐어요 특히 침구류 최고에요 여의도라 위치도 좋아서 또 오고싶어요,2019-09-01,-3.059079170227051,3.440648317337036,0.43837917,0.0529618,0.0575414,0.05612796,0.08056554,0.0439078,0.10297053,0.04335077,0.05668731,0.06750774,-1.3410365830517321,-0.16201432855868347,-0.17602371015563634,-0.1716998671842802,-0.2464563713171799,-0.13431743280126085,-0.31499499007871634,-0.13261342939611254,-0.1734109816671925,-0.2065115329960463,1.5083085484910441,0.1822229160870492,0.19797973457269524,0.1931165642472532,0.27719769645795367,0.15107129415103948,0.35428536571791014,0.14915474471821621,0.1950411117462858,0.23227040523465803
2527,Yoo jaehee,40,위치가 너무좋고 깔끔했어요 특히 룸서비스가 저렴한 편인데 맛은 최고에요 꼭 드세요 룸업그레이드 서비스 감사했습니다,2019-09-01,-3.032649040222168,3.443650484085083,0.5748363,0.04009365,0.04356055,0.04249053,0.0609905,0.03323951,0.07795174,0.03281782,0.04291398,0.05110536,-1.743276795101508,-0.12158996670092037,-0.13210385898698007,-0.12885885602760538,-0.18496278491226903,-0.10080375652956519,-0.23640025963313605,-0.09952492494050347,-0.1301430313332439,-0.15498462529646773,1.9795353500271204,0.13806851440311707,0.15000730777495264,0.1463225239889958,0.21002996896541593,0.114465241564913,0.2684385359882757,0.11301309561517492,0.14778073786546475,0.1759890026340889
2528,Haemi Kim,50,먼저 체크인했을 때 친절하게 응대해주시고 요청 사항도 반영해주신 Jess 님께 고맙습니다  1 위치  국회의사당역 바로 앞 여의도공원과 도보로 가까움 방문은 안 했으나 바로 옆에 노브랜드 있어서 간단한 생필품이나 먹거리 구입 가능 IFC몰도 도보로 갈 만함 다만 주말에 방문해서 오피스가 많은 여의도 특성 상 휴무인 식당들도 좀 있음  2 내부시설  글래드 하우스를 이용했고 스타일러가 있어서 좋았음 블라우스나 셔츠같이 구김 잘 가는 옷을 입고갔는데 다음날 어느 정도 펴져 있어서 잘 입고 다님 화장실은 욕조와 샤워부스 변기 다 따로 분리되어 좋음  가장 좋았던 건 침구류 중간에 자다 깨거나 잠에 좀 민감하신 분들께 추천 가로로 누워도 될 정도로 침대도 넓고 침구류 넘 좋았음 둘 다 잘자서 정말 만족했고 재방문하고 싶음  3 조식  종류가 많지는 않지만 있는 것은 딱 있는 느낌 다만 9시 넘어서 갔더니 10시 종료라 음식이 새로 안 나오는 것들이 좀 있어서 아쉬웠음 간단한 계란 요리는 있지만 오믈렛 등 일부 메뉴 주문할 수 없는 시스템이라 아쉬움 피칸 들어간 빵 맛있고 샐러드나 과일도 신선해서 좋았음  4 서비스  1박이라 짧게 있다 갔지만 체크인아웃할 때 친절하시고 다들 밝은 표정이셔서 기분이 좋았음  전반적으로 좋았어서 재방문하고 싶은 호텔입니다,2019-09-01,-2.8122501373291016,3.367957830429077,0.09266269,0.00350233,0.25849718,0.0037117,0.00532774,0.00290359,0.19782838,0.23633443,0.00374869,0.19548324,-0.26059066849916235,-0.009849414397672618,-0.7269587258891761,-0.010438232034910566,-0.014982939470659318,-0.008165623935779465,-0.5563428951604124,-0.6646315281362547,-0.010542256617294132,-0.5497477615188586,0.3120840393458195,0.011795683429955295,0.8706075966565692,0.012500852911754567,0.017943605955684117,0.009779171742157589,0.6662776490922866,0.79596438802648,0.012625433012985743,0.6583793004724541
2529,kimkim,50,조금 일찍 도착했는데 친절하게 응대해주시고 룸도 업그레이드 해주셨어요 룸 컨디션도 너무 좋고 호캉스 자주하는 편인데 규모가 작아서 걱정했던게 괜한 우려였을만큼 아주 깨끗하고 침구가 너무 편안하고 좋았습니다 청결 및 서비스가 백점 만점에 백점 드려요잘 쉬다갑니다,2019-09-01,-2.99005389213562,3.4270431995391846,0.2595372,0.01810218,0.12936796,0.01918437,0.46633902,0.01500755,0.03519502,0.01481716,0.01937556,0.02307395,-0.7760301857081586,-0.05412650554005083,-0.38681717972975704,-0.05736229340287613,-1.3943788075500763,-0.04487339690397829,-0.1052350038321892,-0.0443041169396885,-0.05793395428967507,-0.0689923396356873,0.8894451626986424,0.06203696636162093,0.443349596053924,0.06574565697071444,1.5981639737546587,0.05143153777411125,0.12061485085106494,0.050779058888902995,0.0664008647446277,0.07907540696529214
2530,Hyeon Oh,50,호텔 직원분들도 친절하시고 방도 너무 깨끗하고 좋네요 기가지니가 설치되어있어 편하게 서비스를 누릴 수 있었습니다 재방문의사 있습니다,2019-09-01,-3.0235745906829834,3.3612022399902344,0.117427,0.0529618,0.37849355,0.05612796,0.08056554,0.0439078,0.10297053,0.04335077,0.05668731,0.06750774,-0.35504929017437625,-0.16013394224126642,-1.144403472775764,-0.16970706763483356,-0.24359592562334598,-0.13275850486521357,-0.31133906486106255,-0.13107427862864274,-0.17139832241589215,-0.20411469893520007,0.39469589178267483,0.17801530910412566,1.2721933594757502,0.1886574181546905,0.270797080178113,0.1475829917693261,0.34610476137487467,0.1457106963027428,0.19053752700862958,0.22690717979639885
2531,Lee saac,50,상냥하게 웃어주시고 사소한 부탁에도 부드럽게 들어주셔서 쉬는 동안 정말 편안하게 쉬다갑니다 전체적으로 깔끔하고 고급스러운 분위기와 서비스에 감동 받아서 리뷰 잘 안쓰는데 리뷰남겨요,2019-09-01,-3.047041177749634,3.468640089035034,0.46246988,0.03225632,0.03504553,0.03418467,0.04906835,0.02674199,0.06271408,0.02640274,0.03452535,0.23659107,-1.4091647550695399,-0.0982863356449748,-0.10678516362650292,-0.10416209169311319,-0.14951328402514452,-0.08148395855335577,-0.19109237666547507,-0.08045022404916091,-0.10520015097133761,-0.7209027352910127,1.604141551214397,0.11188556508917813,0.12156031962213554,0.11857431059442103,0.1702004471091234,0.09275835433907043,0.21753256347535732,0.09158158883657164,0.11975599926129465,0.8206492731982635
2532,Yujinn,50,저녁9시늦게 도착했는데도 주차장 안내직원이 서계시고 로비로 이동하니 예약확인 후 이용방법 및 인원에 맞게 추가 키까지 주시고 궁금만 할 것과 더 편안하게 이용할수있게 그레이스 직원분께서 계속 웃으면서 설명해주셔서 기분좋게 체크인했습니다 인터넷 검색으로 본 사진으로 봐도좋았지만 실제 입실하면 세련미뿜뿜 넓직한 방에 조명 하나하나 감성돋아나네요 청결함과 구비된 물건들까지도 만족도 100 입니다 좋은곳와서 편히쉬다갑니다 ,2019-09-01,-2.714792490005493,3.26916241645813,0.24375619,0.00631859,0.04515606,0.00669633,0.31594065,0.00523841,0.01228487,0.00517195,0.15992747,0.19950949,-0.6617474738478712,-0.017153663582704648,-0.12258932693041569,-0.018179143642982898,-0.8577132993393732,-0.014221187510304323,-0.03335086593604153,-0.014040772215510589,-0.434169901213064,-0.541626855787225,0.7968785749385923,0.020656500449148907,0.14762248744065243,0.021891387050696154,1.0328612933104537,0.017125202717057975,0.04016122700936897,0.01690794600102341,0.5228288823652285,0.6522289151759075
2533,Angela,50,위치가 너무 편안하고요 저녁에 한강갈 수 있어서 좋아요 룸도 깔끔하고 창문 있는 방에서 투숙했는데 햇빛이 들어서 너무 좋네요 Lyn 님께서 체크인 할 때 친절하게 도움 주셔서 감사했습니다,2019-09-01,-2.9480230808258057,3.4530117511749268,0.1919509,0.4447913,0.02519537,0.02457647,0.03527683,0.15975942,0.04508719,0.01898179,0.02482139,0.02955928,-0.5658756904919038,-1.3112549807679486,-0.0742765308069182,-0.07245200155947984,-0.10399692061954458,-0.47097444921485376,-0.13291808327756005,-0.05595874455452732,-0.07317404002772143,-0.08714144182499606,0.6628087214383065,1.5358695414657504,0.08699990694813353,0.08486284059585714,0.12181132207577594,0.5516511448704371,0.15568660452023853,0.06554433165212936,0.08570856237186852,0.10206854369394858
2534,김선경,50,일단 여의도에서 가까운 지리적 이점에 호텔이 깔끔하고 예뻐요 식기류도 깨끗하고 스타일러까지 있네요무엇보다 침대가 푹신하고 몸이 침대속으로 들어가는 느낌이에요 한달묵은 스트레스 풀고갑니다,2019-09-01,-3.053317070007324,3.513352632522583,0.0361685,0.01631268,0.31429106,0.01728788,0.22252676,0.01352397,0.13057172,0.11220834,0.01746017,0.1196489,-0.11043388945688903,-0.049807770716077115,-0.9596302583597094,-0.0527853739775086,-0.6794447515109425,-0.041292964998782544,-0.3986768706482735,-0.3426076522616128,-0.05331142150475365,-0.365326017045966,0.1270726843452712,0.057312181589117106,1.104215322926919,0.06073841280497083,0.7818149742204454,0.04751447162439226,0.4587445066799489,0.39422748093201854,0.06134371858301568,0.42036876429422243
2535,wulst9,50,시설이 깨끗하고 너무좋아요 안내해주신 직원분도 엄청 친절하셨구 감사합니다 Lyn 님 데이트할때면 다음에 또 여기로 이용하고싶네요,2019-09-01,-3.0519635677337646,3.5041744709014893,0.33186603,0.04009365,0.04356055,0.04249053,0.0609905,0.03323951,0.32092202,0.03281782,0.04291398,0.05110536,-1.0128430204907204,-0.12236435659102352,-0.1329452104209743,-0.12967954048098207,-0.18614078762554964,-0.10144576188624832,-0.9794423042651204,-0.1001587855934698,-0.13097189452373836,-0.15597170120583304,1.1629164558048046,0.14049514189743295,0.15264376590567608,0.14889422008701203,0.21372135725567976,0.11647702899904111,1.1245667394631766,0.11499936081273354,0.15037806284708655,0.17908210285563708
2536,김수호,50,호캉스 다녀왔는데 호텔도 너무 좋았지만 직원분들이 친절하셔서 더 좋았어요 특히 Ariel 이라는 직원분 너무 친절하셔서 기억에 남네요 호텔도 너무 깨끗하고 서비스도 좋고 덕분에 좋은 추억 쌓아갑니다 ,2019-09-01,-3.056227684020996,3.4708521366119385,0.1729289,0.07799421,0.08473837,0.08265685,0.11864487,0.06466083,0.15163958,0.06384052,0.08348059,0.09941529,-0.5285100901004682,-0.2383680486903117,-0.2589797410025838,-0.2526181621100321,-0.3626057387600312,-0.19761822570394827,-0.4634450846100435,-0.19511117486182172,-0.2551356874606725,-0.3038357762624244,0.6002106404038372,0.2707063532675935,0.29411433974558854,0.28688971449699174,0.4117988033755271,0.22442818789455643,0.5263185627599398,0.22158101691397647,0.28974878101482027,0.34505578845883456
2537,smHong,50,안녕하세요 9월 중순에 방문했는데 이제야 후기 남기네요 커플로 가서 너무 잘 쉬다가 갔네요 특히 직원분중 신재현님이 너무 친절하고 편하게 해주셔서 칭찬을 하고 싶어서 후기로 남겨봅니다 덕분에 좋은 추억 만들었습니다 감사합니다,2019-09-01,-3.0042812824249268,3.4911396503448486,0.0401362,0.01810218,0.01966748,0.01918437,0.57603955,0.01500755,0.03519502,0.01481716,0.01937556,0.24247491,-0.12058043273888241,-0.05438405237602595,-0.0590866424598433,-0.057635236890041686,-1.7305848460787843,-0.04508691523989827,-0.10573573710510953,-0.04451492650562372,-0.05820961787582313,-0.7284628443773897,0.14012107729495593,0.06319725210387972,0.06866191974235125,0.06697530685323594,2.0110345225580772,0.05239346875625972,0.12287072666116483,0.05172878647053025,0.06764276906644362,0.8465137850728013
2538,myeongjun cho,50,단기간 머무는 동안 객실의 컨디션과 친절한 직원분들 덕에 불편함 없이 잘 지내고 갑니다 아리엘 앨런님의 프로페셔널함에 감사드립니다,2019-09-01,-2.997209310531616,3.4227845668792725,0.43837917,0.0529618,0.0575414,0.05612796,0.08056554,0.0439078,0.10297053,0.04335077,0.05668731,0.06750774,-1.3139141254025901,-0.15873758963864049,-0.17246363156846112,-0.16822723829784714,-0.24147179253842666,-0.1316008634483179,-0.3086242181056953,-0.1299313235028352,-0.16990374549958442,-0.20233483835659172,1.5004774524188917,0.18127681977018284,0.19695182929208865,0.19211390841184262,0.2757584937204811,0.15028693618964972,0.3524459259436874,0.1483803374282262,0.19402846371373794,0.23106446374481493
2539,Zoe,50,제스님 친절하시고 넘넘 좋았어요 잘쉬다갑니다 방 업그레이드 해주셨는데 시티뷰로 잡아주셔서 더 좋았어요 글래드에서는 항상 좋은 기억뿐이네용,2019-09-01,-3.031553030014038,3.491530179977417,0.5748363,0.04009365,0.04356055,0.04249053,0.0609905,0.03323951,0.07795174,0.03281782,0.04291398,0.05110536,-1.7426467686336622,-0.12154602365213929,-0.1320561161799283,-0.12881228597622751,-0.18489593870036014,-0.10076732569147318,-0.23631482373391854,-0.09948895627672094,-0.13009599717631826,-0.15492861329864827,2.0070583379161206,0.13998818613300923,0.1520929736435086,0.14835695750167943,0.21295017561496277,0.11605673901266478,0.2721708414380597,0.11458440277161053,0.14983544603647214,0.17843591179791307
2540,everrainy,40,지하철과 가까워서 이동이 편리해요 지방에서 올라가 큰 부담 없는 가격에 머물기에는 좋은 선택이라고 생각합니다 즐거운 여행 되시길 바랍니다,2019-09-01,-3.0281996726989746,3.2988154888153076,0.04508168,0.02033269,0.02209086,0.02154822,0.03093011,0.01685675,0.7788368,0.0166429,0.02176296,0.02591706,-0.13651632492005739,-0.06157144619742816,-0.06689552850654312,-0.06525230979915975,-0.09366254692563913,-0.05104560062579644,-2.358473302713122,-0.05039801924887399,-0.0659025985975692,-0.07848202900755386,0.14871614021444213,0.06707379378447786,0.07287366403193163,0.07108359867650016,0.1020327237023988,0.05560730340815834,2.5692388553800782,0.05490185076059362,0.07179200069494573,0.08549559502891713
2541,kyr,50,객실 상태 깨끗하고 샤워실과 화장실이 분리되어 있어 좋습니다 침구도 깨끗하고 베개가 푹신해서 좋고요 바디필로우나 다른 종류의 베개를 요청하면 재고 있는 선에서 제공해줘서 편안하게 잘 수 있습니다 주변이 다 회사 건물이라 뷰는 볼 게 없지만 지하철 역 바로 앞이고 해서 이동도 편리하네요,2019-08-01,-2.828394889831543,3.3588168621063232,0.1760786,0.0086324,0.4801953,0.00914846,0.01313162,0.05946961,0.22603525,0.00706587,0.00923963,0.01100329,-0.4980198200050978,-0.024415836253768752,-1.3581819713677703,-0.025875462447084274,-0.03714139475748279,-0.16820353176796132,-0.6393169522823854,-0.019985070226304913,-0.02613332973245619,-0.03112163952789171,0.5914157797095676,0.028994650926013277,1.612888116733437,0.03072800756871752,0.04410669225930142,0.19974751785869405,0.7592110165650858,0.023732962857421214,0.031034233898501462,0.03695802449597241
2542,Ejjj,40,몇일전 호캉스를 위해 방문했습니다 호캉스보단 비지니스 호텔로 제격인듯 룸업그레이드해주셨는데 남편과 둘인데 궂이 베드하나 더있는 룸으로 물론 무료 업그레이드였지만 전화와 프론트에서 엄청 생색낸거치곤 의미없는 업그레이드 하지만 호텔 객실 자체는 깔끔하고 욕실도 넓고 괜츈 특히 그리츠 조식이 생각보다 맛있고 잘나와서 만족했습니다,2019-08-01,-2.885392189025879,3.3584353923797607,0.3950098,0.13434172,0.19727829,0.01085148,0.01557611,0.07054009,0.01990777,0.00838121,0.01095962,0.13715394,-1.1397581507974621,-0.38762854021797466,-0.5692252398783069,-0.03131077582404629,-0.04494319483005782,-0.20353581152711797,-0.05744173139083841,-0.024183067891630827,-0.031622811699632436,-0.39574290259004385,1.3266148452712727,0.45117797626119227,0.6625463945989836,0.036443994715964934,0.05231136922667101,0.23690431950610602,0.06685896788529533,0.028147740682348932,0.03680718705156716,0.46062264096937255
