,nickname,score,review,stay_date,label1
2566,Paradise10717815941,50,혼자서도 편안하게 힐링하며 산과 바다를 동시에 즐길 수 있는 곳 창밖의 푸른 바다를 볼 수도 있고 시시때때로 바다바람을 맞으며 걷기 운동도 하면서 주어진 삶에 감사하는 마음을 가질 수 있었던 기회였습니다,2019-03-01,
2567,Trek38687156045,50,객실은 깨끗하였고 프론트도 웃는 모습으로 늘 친절했던 기억이 난다 아울러 조식뷔페를 프론트있는 층에서 했는데 맛도 좋고 서비스도 좋았던 기억이 있다,2019-03-01,
2568,Sherpa46791692612,40,키즈룸좋아요 바다전망까지 초등생이용하기 딱좋아요 게임도 즐길수있구요키즈공간엔 이층침대라 아이들끼리 잘수있고 좋습니다,2019-03-01,
2569,loveej322,50,출장으로 수원에 방문해서 숙박했습니다도로변에 위치하고 있어서 찾기가 쉽네요 수원 번화가라 주변에 맛집도 많습니다 체크인 담당한 직원이 부대업장 설명도 친절하게 해주셨어요 교육이 잘되어 있다는 인상을 받았습니다 객실은 생각했던것보다 넓고 깨끗했습니다 다음번에 수원 방문하게 되면 다시 찾겠습니다 감사합니다,2019-03-01,
2570,쿠ㄹㄹㅏㅇㅣㅁ,50,다시 방문했어요 이번엔 호텔네 저녁뷔페도 이용하고 아침조식도 이용했는데요 뷔페에 먹을 게 많고 맛있더라구요 타이거 새우랑 대게가 특히 맛있었어요 직원들도 친절하시고 수원오면 또 올게요 ,2019-03-01,
2571,good trip,50,룸 컨디션도 좋고 직원들이 완전 친절했어요 다음에 수원에 간다면 또 가고 싶습니다 호캉스로 가도 좋을 것 같아요 강추합니다,2019-03-01,
2572,jjjaa,10,1004호 객실 이용자입니다 정말 최악중의 최악의 호텔이기 때문에 제 경험담을 그대로 공유하고자 합니다 이 호텔은 방이 전부 그런지 모르겠지만 각 방에서 냉난방을 조절하는게 아니고 호텔에서 난방을 자동으로 조절해주었습니다  제가 묵었던 방에는 방안에 보일러실처럼 문으로 닫힌 별도의 공간이 있었어요 문은 못으로 박아놔서 손님들은 열수없었구요 근데 그 문틈에서 바람이 엄청 들어왔습니다 그냥 외풍의 수준이 아니고 에어컨 바람이 부는정도 였어요  프론트에 처음 전화하니 호텔 설비 담당하는 기사 아저씨가 들어와서 못박아둔 문을 열어서 안에 있던 창문을 닫아주고 갔어요 문제는 닫아주고 가도 바람이 계속 들어오는 거에요  프론트에 다시 전화하니 키작고 통통하고 안경쓴 남자직원이 들어옵니다 그러면서 하는말이 지금 밖에 바람이 많이 불고있어서 그렇습니다    이건 무슨 밥먹다가 입에서 똥나오는 소리를 하시더라구요 밖에 바람이 많이 불면 방 안에까지 바람이 들어옵니까 그게 호텔인가요 아 비즈니스 호텔은 밖에 바람이 많이 불면 방에까지 바람이 들어오는군요 새로운 호텔의 패러다임을 제시한 남자직원분  저는 제대로 바람 안들어오게 하던가 방을 바꿔달라고 했습니다 그러더니 2층도 괜찮냐고 물어보더라구요 알고보니 2층은 더 작은방이었고 현재 호텔이 리모델링 공사 중이라 시끄러운 곳이었습니다 거기부터 진짜 어이가 없는걸 떠나서 장사하는 호텔이 맞나 싶었습니다 쉬고싶은 시간에 쉬지도 못하고 있는데 룸 업그레이드는 커녕 다운그레이드  결국은 같은층의 같은 사이즈의 방으로 옮겼습니다 호텔에 정리해둔 옷과 캐리어 욕실용품 냉장고안에 넣어둔 물건들을 빼가지고 새로운 방으로 끌고가는데 진짜 말이 안나올정도로 화나더라구요  또 어이없는건 밤되니까 바닥이 뜨거워지면서 덥더라구요 프론트에 전화해서 더우니까 온도 낮춰달라고 했습니다 근데 달라지는 건 없었습니다 너무 더워서 어쩔수 없이 방에 있는 오래된 작은 에어컨 키고 잤습니다  이게 제 솔직한 경험담 입니다 하나의 과장없이 그대로 적었습니다 이래도 이 호텔을 선택하실건가요  손님이 왕이다 이건 말도안되는 소리죠 저는 왕을 바란게 아닙니다 모텔수준 만큼이라도 되길 바라는 마음으로 리뷰를 적습니다 제발 개선 부탁드립니다 한국에 방문해서 이 호텔에 묵을 외국인 손님들에게 제가 부끄럽네요 이상입니다,2019-03-01,
2573,Quest13116270806,50,우선 직원들의 친철함에 감동했습니다 방의 상태도 매우 좋고 깔끔하고 모든게 다 맘에 들었어요 피곤한 상태로 호텔에만 계속 머물렀는데 전혀 불편하지않고 주위에 마트도 있고 공원도 있어서 중간중간 산책하고 물건을 사기에도 매우 적합했고 소음도 없었습니다 다음 여행을 간다면 무조건 라마다로 갈 것 같네요  군산에 라마다보다 좋은 숙소를 찾기는 어려울것 같아요 적극 추천입니당,2019-03-01,
2574,서진우,50,가족과 함께 군산전주 여행왔다가 라마다군산에 투숙을 했어요브랜드호텔답게 내부도 깔끔하고 분위기가 좋았어요 객실도 깨끗하고 조용했어요 직원들도 굉장히 적극적이고 친절하고 항상 웃으면서 말해서 좋았어요 지방호텔치고는 아주 만족스러운 투숙이었네요다음에도 이용할께요,2019-03-01,
2575,le0410,50,작년에 여행오고 올해도 당연 라마다에 머물렀다깔끔한 인테리어와 깨끗한 객실친절한 직원들 덕분에 잘 쉬고 왔습니다주변에 접근성도 좋아 강추합니다,2019-03-01,
2576,Global24292344824,40,가성비가 좋은 호텔인거 같다 조식은 가격대비 훌륭한 컨디션 인것 같았고 룸은 딱 이정도 가격대의 컨디션 인듯 하다 종합적으로 가성비가 좋은 호텔 이라고 생각한다,2019-03-01,
2577,Hyeonwoo Lee,50,군산 대표적인 관광지와 매우가까워서 좋았고 시설도 새건물이라서 만족스러웠습니다 아 다른 라마다호텔들과 비교했을때 객실도 넓었습니다 가성비 대비추천,2019-03-01,
2578,myspace012,40,아이와 함께 근처 에버랜드 방문 시 머물기 좋은 곳 시설은 고급스럽지 않으나 키즈 테마로 한 객실들이 이 호텔에 매력포인트 에버랜드 근처라 키즈라는 것에 포인트 맞춘 것처럼 느껴짐 아이와 함께라면 부대시설 중 하나인 키즈룸에서 놀기도 적당함 하지만 시설 자체에 대한 관리 자체가 철저하거나 품질이 좋은 것은 아니니 감안할 필요가 있음 근처 편의점 식당들도 에버랜드 영향으로 인해 잘 형성되어 있어 편안하게 머물수 있는 곳,2019-03-01,
2579,화이트캔디,50,에버랜드 인근 호텔을 검색하다가 알게 된 용인라마다호텔 새 호텔이라 깨끗하고 좋네요 직원들도 친절해서 인상적입니다 조식이 16200원이라 좀 바싸다했는데 아침일찍 밥 먹으러 찾아다니는 것 보다 낫겠다 싶어 그냥 먹었는데 가격대비 먹을만 합니다 아침이니 죽 종류 한 두개 더 있으면 금상첨화일듯 담에 에버가게 되면 여기서 꼭 슉박하렵니다,2019-03-01,
2580,여행자,50,매화꽃이 개화하는 에버랜드 방문차 숙박했는데 잘 다녀왔습니다 재방문 할 것 같음 직원들도 친절했고 객실도 깨끗했으며 멀티존이라 칭하는 공간도 만족스러웠슴,2019-03-01,
2581,yujinhwang,40,저렴한 가격에 묵을 수 있는 라마다호텔 뚜벅이로 애버랜드 라마다 호텔을 걸어서 갔는데 쪼곰 힘들지만 걸어갈 수있는거리이다,2019-03-01,
2582,57500,20,방에서 담배냄새가 많이 나요 청소상태도 별로 서랍에서 버려진 담배곽이 나왔네요  프론트에 전화하니 죄송하다고 방을 바꿔준다고 하지만 이미 짐도 풀었고 다른방이라고 별로 다르지 않을것 같아서 거절했음 중국호텔에서 경험했던 기분을 다시한번 느꼈음,2019-03-01,
2583,nevaeh,50,뷰도 너무 좋고 침대도 푹신하여 잘 쉬고 왔습니당 조식도 맛있고 직원분들도 모두 굉장히 친절합니다 기가지니가 굉장히 매력적이네여,2019-04-01,
2584,Moojiny,50,직원들이 매우 친절하고 기념일 방문에 좋은 서비스 제공 받았습니다 수영장 시설이 우수하고 객실내 편의시설 스마트홈 간이 주방 및 수납공간이 숙박동안 편리했습니다 근처에 맛집이나 쇼핑몰이 많아 알차게 보낼 수 있습니다,2019-04-01,
2585,김지섭,50,전 생일 기념 여자친구와 일박을 하게 되었는데 호텔 도착하여 짐을 꽤 챙겨왔어서 프론트가 20층에 있대서 가져가려는데 직원분이 체크인하고서 객실로 올려드린다며 두고가시라 하였습니다 이후 감사하게도 아까 올려준다던 그 직원분 Max 오셔서 객실로 가져다주시고 처음 투숙하시냐며 그렇다니 간단하게 객실설명 및 기가지니바코드 룸컨트롤 등 이용에편리한점 친절히 알려주셔서 너무 감사했습니다 나중에 가족들이랑 또 와보고 싶네요 잘 쉬다갑니다,2019-04-01,
2586,이정호,50,회사교육차 서울노보텔동대문레지던스에 3박햇다 오오 서울에 교육간것도 오랜만이지만 호텔이 정말 최고시설이나 이런것보다 직원들이 정말너무친절하고 좋앗다 위치도 맘에들고 주차도편하고노보텔동대문 직원들 최고,2019-04-01,
2587,Naya,50,워킹맘이라 아이와 함께 시간을 보낼수 있는 주말이면 저도 편히 쉬고 싶기도 하고 호캉스를 자주다니는데 지인이 동대문 노보텔을 적극 추천해서 지난 3월 가족과 함께 다녀왔고 시설이나 서비스나 맛이나 가격을 떠나 너무 만족했던터라 회사동료들과 주말을 이용해 재방문하였습니다 이번에 묵은 프리미어룸은 전망이 정말 좋아서 다들 도심한가운데 숙소에서 이런뷰를 누릴수 있다는것에 감탄했죠 집으로 돌아오기 싫었습니다 라운지를 여러번 이용했는데 정말 다들 친절하고 예쁘시고 다시한번 감사드립니다라운지도 전망 끝내줘요조용하고 여유롭고 와인과 음식들도 정말 컨디션 최고입니다 기분도 업되고 넘맛있고 해서 호들갑떨면서 있다나왔는데 민폐가 된건 아닌지 라운지매니저님 같아보였는데 저번에도 애기때문에 주문사항도 많고했는데 본인도 아이가 있다며 꼼꼼히 챙겨주시고 까다로운 어떤분한테도 계속 웃으면서 대하는거 보면서 서비스직 종사자분들이 정말 대단하다고 생각했어요 전 표정관리 안돼서 절대절대 못할듯해요 지난번에 이어 이번에도 뷔페이용했어요원래 호텔뷔페는 자주 이용하는데 진짜 돈아깝지 않아요가격대비 실망스러운 경우도 많은데 해산물파 고기파 모두들 만족했어요디저트류도 괜찮고와인뷔페는 꼭 이용하세요사랑입니당 레스토랑도 서비스 좋고 다들 무지 친절하세요안경쓰신 남자분 내내 웃은 얼굴로 대해주셔서 식사가 더 맛났던거 같아요 누군가에게 좋은곳을 소개시켜주고 하는것이 개인차가 있기때문에 참 조심스러운데 동료들이 넘넘 고맙다고 다들 가족들과 연인과 친구들과 또 오겠다고 하네요진심 뿌듯합니다 이래서 요기는 추천으로 많이들 오나봐요 정말이지 좋은 추억으로 남을수 있는 시간이었습니다,2019-04-01,
2588,suji,50,만2세 아가와 함께한 2박 숙박 후기입니다2 1 조식 신선한 재료 다양하면서도 과하지 않은 메뉴 2월쯤 이 곳에서 가족 점심식사를 한 적이있는데요 재료가 무척 신선한게 느껴져서 기분좋게 식사했었던 기억이 있습니다 조식또한 훌륭하더군요 항상 아기식판과 식기를 챙겨주시는것도 감사했고 간이 쎄지 않아서 아가와 즐길만한 메뉴가 많았어요  2 객실 컨디션 저희는 룸과 거실이 있는 레지던스 방을 선택했습니다 쾌적하고 환기가 잘됐으나 뷰는 조금 아쉬웠어요 저희가 선택한 방만 그런것인지는 모르겠으나 옆에 호텔동이 보이는 구조였습니다 가습기+공기청정기 베이비가드침대추락방지를 요청드렸고 모두 깨끗한 상태라 매우 만족스러웠습니다 침대가 무척 커서 덩치 큰 신랑까지 셋이서 자기에 충분했어요 보통 킹사이즈보다 조금 더 넓은 느낌 간단히 부엌조리 시설이 있어서 아기우윳병이나 자잘한것들 설거지하기가 좋았습니다 여행이아닌 호캉스 목적이었기때문에 저녁에는 장충동족발과 치킨과일 등을 차려먹었는데 정리하고 치우기도 편리했어요 일회용 행주 수세미 주방세제 그리고세탁세제까지 모두 구비되어 있습니다 티비에 어린이 채널이 나오지 않는게 아쉬웠으나 기가지니 디바이스로 유투브 시청이 가능하여 아가도 어른도 대만족  3 호텔 위치 가장 강조하고 싶은게 호텔 위치인듯 합니다 접근성이 매우좋아요 시청 시내쪽 투어하기 좋습니다 강남쪽 가기에도 크게 어렵지 않구요 지내는 동안 광장시장 을지로 동대문 창겅궁 종묘 모두 걸어다녔습니다 호텔이 우뚝서있는게 잘 보여서 길찾기 좋았어요 날씨가 좋았던 날이라 광장시장과 을지로먹태골목에서 술마시는 데 정말 행복했습니다 지하철역에서도 가까워서 참 다니기 편리했습니다  4수영장사우나시설 물 온도가 매우 따뜻해서 아가와 즐기기 좋았어요 아이가 물밖으로 안나오려했습니다 비록 튜브는 금지였지만 작은 오리장난감 가지고 잘 놀았어요 조식먹고 바로 비교적 이른시간이라 그랬는지 수영장에 아무도없어서 저희 세가족이 거의 전세내고 재밌게 놀았습니다 6월쯤 루프탑 수영장도 개방된다고 하는데 기대되네요 저녁에 풀파티도 있다는데 그땐 아이와 남편은 두고 친구와 가고싶 다이어트해야겠네요  5 총평 재방문의사 10000프로입니다 정말만족했고 세가족 푹 잘 쉬다갑니다 시내접근성이 워낙좋아서 다음에 묵을때는 날씨좋은날 아이와 경복궁이나 박물관 데려가고싶어요 라운지 뷰도 참 아름답습니다 가볍게 칵테일한잔 하고도 싶고요 뭔가 부담없이 시설위치좋은 신설호텔에서 호캉스 하고 싶으신 분들께 강추합니다 덕분에 예쁘고 기분좋은 추억 많이 만들었습니다,2019-04-01,
2589,Ji young,50,회사 직원들과 함께 한 첫 호캉스였는데 완전 성곡적이었습다 그래서 또 가려구요 룸 컨디션도 좋았지만 무엇보다 와인바와 레스토랑이 굉장히 마음에 들었어요 특히 매니저높으신분같았어요님이 솔선수범으로 고객들을 응대하는 모습과 모든 직원이 말 하지 않아도 알아서 고객들에게 친절하게 서비스 해주는 모습을 보고 좋은 호텔은 괜히 좋은 호텔이 아니구나라는 생각을 하게 되었어요 라운지를 지나만 가도 항상 인사로 맞아주시고 동대문 노보텔 하면 추천이라는 단어가 생각나게 해주신 센스 넘치는 직원분들 덕분에 행복하게 보냈습니다 저희 부모님 모시고 다시 방문하고싶게 만들어준 동대문 노보텔로 선택하길 정말 잘했어요 완전 강추합니다,2019-04-01,
2590,RIA,50,아코르 프라이빗세일때 레지던스 디럭스로 예약해서 다녀왔어요  20층 체크인 통유리창이라 넘 예쁘던데 응대는 별로였어요 카운터가 3개였던 걸로 기억하는데 바로 앞 카운터 남자분이셨는데 인사도 없었고 다른 고객이 먼저 체크인중이라 쇼파에 앉아 기다렸는데 제 발로 카운터에 갈 때까지 아무도 저에게 체크인 하시냐고 묻지 않았습니다  그리고 결혼기념일이라고 했는데 다른분들 후기에는 조그만 케잌이라도 주시던데 저희는 축하한다는 말도 못듣고 저희가 그냥 케잌 사서 먹었습니다1층에서 팔던 케잌 크로와상 전부 맛있었어요  그래도 객실은 넓어서 좋았고 아이와 함께 묵기에는 최적의 장소 아니었나 싶어요 건조기 싱크대 세제 다 너무 좋았어요  기가지니는 똑똑한듯 멍청한 ai였지만 그래도 신선했어요  키즈공간과 수영장은 다 좋았고 직원분들도 아기를 귀여워해주셔서 더 친근하고 좋았던것 같아요 수영장과 키즈공간에 계시던 분들 이름은 미쳐 외우지 못했네요 칭찬합니다  객실예약과 관련해서 통화했던 소담직원 친절하고 자세히 안내해주셔서 프로페셔널한 느낌 많이 받았어요 레지던스는 라운지 이용이 안된대요 오픈때만 프리미어객실에 가능했나봐요 19세 미만은 루프탑수영장 안된대요 안전상의 문제때문에 이것도 작년여름엔 가능했던 부분이죠  소담직원 덕분에 예약도 잘하고 스테이도 잘했던것 같아요 6월에도 7월에도 노보텔 동대문으로 예약해두었습니다   그리고 kt멤버십에 노보텔동대문이 있었어요 체크인시 멤버십을 제시하면 웰컴드링크 쿠폰을 줬어요 잘 이용했습니다,2019-04-01,
2591,Bomoonk,50,일이있어서 투숙하게 되었습니다 너무 깔끔한 객실과 좋은 시설이 너무 마음에 들었소 직원분들도 너무 친절하였습니다 근처 동대문이 가까워서 좋았습니다 또한 수영장도 있어서 좋습니다  다음 투숙에도 이곳으로 하고 싶습니다,2019-04-01,
2592,sypark99,50,로보텔 앰배서더는 처음 이용해왔는데 기대이상 너무 좋았어요 우선 직원분들이 너무너무 친절하셔서 이용 하는 내내 너무 편안하고 기분좋게 즐기고 왔습니다 특히 라운지매니저님 얼굴도 예쁘시고 서비스에 감동에 감동 마음과 정성까지 느껴지게 하는건 힘든데 뷔페 음식들도 너무 맛있고 메뉴구성도 너무 좋았습니다 홀이나 객실 인테리어도 모던스타일로 세련되고 까알끔 더이상 말이 필요없네요 친절한 직원 + 맛있는 음식 + 세련되고 깨끗한 인테리어  3박자를 고루 갖췄으니 이용 안 할 이유가 없네요 거기에 합리적인 가격까지 앞으로 자주 이용하게 될 것같아요,2019-04-01,
2593,Inspiration745290,40,아침 식사 결재를 했음에도불구하고 결재확인으로 대기자 명단에서 조회로 한참을 기다림 그다음날도 똑같이 불편함을 격음,2019-04-01,
2594,Curious51311671372,40,부부와 아이둘이 갈 수 있는 숙소가 많지 않은데 성인2 아이2까지 숙박할수 있어 좋았습니다 근처에 용산역과 CGV 와 아이파크몰까지 있어 아이들과 심야영화를 즐길 수 있어서 좋았습니다 방이 좀 작지만 깨끗하고 전망도 괜찮았습니다,2019-04-01,
2595,GoPlaces56221416148,50,최고의 한강뷰를 자랑하는 객실 깔끔하고 접근성 좋고 친절한 언제 찾아도 좋은 공간 아직도 수영장을 못 써봤기 때문에 다시 방문하겠음,2019-04-01,
2596,jen4507,50,새 호텔이라서 그런지 매우 깔끔하고 괜찮았습니다 특히 프론트 데스크에서 근무하시는 최정원 직원분께서 너무 친절한 서비스로 응대해 주셔서 쉬는동안 너무 편안하게 보낼 수 있었던 것 같네요,2019-04-01,
2597,John H,50,나는  6 주간 서울로 출장을 갔다 호텔은 매우 깨끗하고 잘 관리되어 있습니다 하우스 키핑은 방을 유지하는 데있어 일관성이있었습니다 프론트 데스크 직원은 모든 요청에 매우 도움이되었습니다 모든 회원이 영어로 말했습니다 프런트 데스크 직원 중 일부는 훌륭한 영어를 말했습니다 호텔에는 지붕 아래에 여러 레스토랑과 상점이 있습니다 나는 아침 식사 뷔페만을 사용했다 예상대로 그것은 비싸지 만이 품질의 다른 호텔들이 청구하는 것과 동등합니다 뷔페에서의 선택은 매우 광범위했습니다 유럽 미국 및 아시아 음식은 항상 이용 가능했습니다 이 호텔은 보도를 통해 용산역과 IPark 몰에 연결됩니다 쇼핑몰에는 중간 가격의 restuarants의 좋은 선택이 있습니다 전반적으로 비즈니스 여행객을위한 매우 편리한 장소,2019-04-01,
2598,Jin.K,50,일단 서울의 중심부의 용산에 위치하여 교통이 매우 편리합니다  호텔 프리오픈기간부터 1년에 45회정도 방문했는데 한강뷰 정말 너무 맘에 듭니다   쥬니어 스위트 객실 입구 욕실침실간 약간 특이한 구조인데 너무 맘에 들었고 간단하게 조리가능한 전자렌지 및 싱크 시설도 갖추어 져 있어서 너무 좋아요   정말 합리적인 가격에 푹 쉬며 훌륭한 야경 및 서비스를 제공받을 수 있는 호텔입니다   다만 2층의 뷔페 조식이 가격대비 약간 부실해서 그점이 조금 아쉬웠습니다  자주 더 방문하도록 하겠습니다 ,2019-04-01,
2599,taijungp,50,새 호텔이라서 매우 깔끔합니다 그리고 용산아이파크몰의 식당이나 부대 시설이 훌륭합니다 비지니스 및 가족들과의 여행 모두 훌륭합니다,2019-04-01,
2600,Junghwan Kim,40,가성비가 뛰어나거나 특별히 좋은 건 없지만 그 가격에 제격인 방인 것 같습니다 위치도 나름 괜찮고 분위기나 서비스도 괜찮습니다,2019-04-01,
2601,주니네,50,비즈니스 호텔로 외국인들이 많이 보였다 접근성은 좋아보이지 않았다 별도의 히터가 비치되어 있었다 헬스장은 꾀 넓은 시설에 많은 헬스기구들이 비치되어 있었다 천안에서는 변두리라고 하였다 1박 132000,2019-04-01,
2602,Sightseer53826109795,50,너무 좋았고 시설이 좋았고 뷔페도 좋았고 친절하고 깨끗했고 너무 편해서 잠도 잘오고 최고의 호텔중하나였던것같고 좋았다,2019-04-01,
2603,Eunho Lee,50,서울 출장차 2박 하게 되었습니다 내부가 깔끔하고 다른 비지니스 호텔과 다르게 너무 건조하지 않아서 좋았습니다 침대나 베개도 좋은 걸 쓰는지 쿠션감도 좋고 잠이 잘 왔습니다 참고로 내부에 칫솔도 있어서 좋았습니다,2019-04-01,
2604,도도난토,50,객실컨디션좋고 프론트도 친절하세요 무엇보다 침대가푹신한게 최고입니다 비즈니스차방문했는데 또올거에요,2019-04-01,
2605,hayden,50,가성비대비 최고인듯 리넨이 너무 좋아서 항상 선택하고 있어요 더 저렴한 비지니스 숙소도 많이 있지만특급만큼 청결한곳은 여기뿐,2019-04-01,
2606,준규 김,40,일단 객실은 스탠다드 디럭스 좁다 방안에서 오래보내기는 힘들고 잘때만 와서 자는 것이 좋겠다 만족스러운 것은 2층 식당 카페이다 석식 조식 두번을 먹었는데 가격대비 나오는 음식들이 괘찮고 석식에는맥주를 가져다 먹을 수 있다 주변에 벗나무가 있는 산책로가 있는 점도 장점이 될 수 있겠다,2019-04-01,
2607,Terry Oh,50,객실에서 벚꽃을 볼 수 있어서 너무 좋았습니다 자주 방문하는 거 아니지만 올 때마다 반갑게 맞아주시는 프론트 김 매니저님 감사합니다,2019-04-01,
2608,Hye Na K,50,잊지못할 카페와 프론트 직원들의 친절한 서비스 깔끔한 인테리어와 깨끗한 로비에서 언제나 나를 반기는 곰인형 무엇보다 아늑한 객실과 가성비 짱인 레스토랑  자주올게요,2019-04-01,
2609,은지 신,10,개인적으로좋지 않은 일이 있어 잠을 푹 자기 위해 방문했다 지하철과 차지나는 소리로 두번 방을 옮겼으나 동일했고 지친몸으로 왔다갔다 하느나 제대로 쉬지 못했고 오히려 지쳤다 프론트 직원은 친절하지 않았고 신라라는 네임밸류를 믿었다가는 큰코 다쳤다,2019-04-01,
2610,Jeonkwonho,50,나름 좋은날이라 여자친구네서 가까운 곳중에 제일 푹 쉬기 좋은곳으로 찾아왔는데 정말 너무 깨끗하고 침대가 다른곳보다 너무 편해서 놀랐어요 요즘 몸이 너무 힘들었는데 푹 쉬다 갈수 있을거 같아요 푹쉬기에는 이만한 가성비 좋은곳 입니다,2019-04-01,
2611,JEE,50,올때마다 완전 만족 시설도 좋고 어메니티도 좋고 직원 서비스도 좋음  무엇보다 조식도 훌륭함 괜찮은 가격에 좋은 서비스 신라스테이 구로점 강추,2019-04-01,
2612,jiwon kim,40,남자친구랑 호캉스하러 왔는데 침구도 푹신하구 전반적으로 깔끔하고 좋습니다  근처에 전철이 지나다녀서 살짝 소리가 나긴 하지만 신경쓰일 정돈 아니에요 ,2019-04-01,
2613,Suin jang,40,분위가 좀 캐주얼해서 편안하고 피트니스와 비즈니스코너를 매우매우 잘 이용중입니다 뷔페와 라운지도 궁금하네요 2주간 머물 예정인데 현재 2일째입니다 현재까지 모두 모두 만족 숙소 근처에 맛있는 음식점도 많아요,2019-04-01,
2614,Jung,40,방 깔끔해서 좋았구요 깔끔 그 자체 괜히 신라스테이가 아니네요 역시 신라 이름 답게 정말 좋습니다 미니멀리즘 끝판왕입니다,2019-04-01,
2615,Junghwan Oh,50,평일 방문임에도 사람이 많지만 전국 어느지점이던 믿고 오는 신라스테이 구로는 첫 방문이지만 만족하게 잘 쉬고 있습니다,2019-04-01,
2616,AHJ,50,교통도 편하고 객실이 깔끔해서좋아요 다만 항상 주차장 모자르다고 안내문자가오고 체크인할때마다 욕조객실은 없다고 샤워부스로 주시네요 저희는 상관없지만 참고하세요,2019-04-01,
2617,Jeong jin,50,1층 로비 직원들 친절합니다 사정이있어서 영수증을 분할했어햐 했는데 잘 안내해 주셨습니다 방 내부도 깔끔하고 잘 정돈되어있었습니다 시티뷰도 좋았습니다,2019-04-01,
2618,gogooma27,50,다른곳이랑 고민하다가 체크아웃 시간도 그렇고 처음 방문객들은 예약 링크받아서 예약하면 곰인형도 주길레 여기로 예약했는데 우선 건물주변에 맛있는곳도 많고 침대가 커서 너무 좋아요 의자도 따로 있고 배치를 잘한듯 따로 요청없이도 욕조에 샤워가운까지 들어가자마자 만족스러웠어요  건물도 안에 넘 조용해서 만족했구 지하철역과도 가까워서 목적지 가는데 불편함이 없더라구요,2019-04-01,
2619,현준 윤,50,구로에서 교육 때문에 숙박하게 되었네요 침대가 깨끗하고 베개가 너무 편해서 출장동안 너무 편하게 지내었네요 다음에 구로 올때도 다시 이용할 생각입니다,2019-04-01,
2620,Flyer823477,50,서울 갈때마다 묵는데 검색해보면 블로그에 안좋은평들도 많던데 사실 호텔도 사람이 하는거기때문에 어느호텔가나 간혹 문제가 있기 마련이다 솔직히 가격대비 젤 만족스러워서 일있을땐 항상 신라스테이로 간다 사실 냉난방만 조금 더 신경써주면 돈더내도 갈만하다,2019-04-01,
2621,dmitri kwon,50,구로디지털단지역에 일이 있어 갔다가 저렴하게 자고 갈 호텔을 찾다가 드른 곳입니다 조식도 포함된 가격이 너무 합리적이게 저렴해서 너무 놀랐습니다이럴줄 알았음 전부터 이용할걸 그랫네요옛 추억이 많은 깔깔거리도 한바퀴돌고예전보다 많이 바뀌었네요 방도 아늑했고 아침조식때 쌀국수도 나오고계란요리도 해주고 놀랐네요이가격에 이런 서비스가 가능한 곳이 있다니영등포나구로쪽으로의 호텔을 찾는다면 여기 괜찮습니다,2019-04-01,
2622,G K,20,베드에서 침 냄새가 나고 베게커버에 피가 묻어 있습니다 창문과 침대 근처엔 먼지가 가득하고 타올들은 낡았습니다 여름인데도 냉방은 조절되지 않으며 중앙 조절식입니다 한마디로 더럽고 덥습니다,2019-04-01,
2623,seo,50,이름은 기억나지 않지만 체크인 해주시던분 정말 친절하셨어요 제가 이것저것 궁금한게 많아 귀찮으셨을 수도 있는데 끝까지 친절하게 알려주셔서 감사했습니다 지하철역과 가까워서 위치도 좋고 무엇보다 침구가 너무 좋았어요 주위 호텔중 가장 가성비 좋은 호텔이 아닐까 생각합니다,2019-04-01,
2624,나는멋쟁이당,50,신라스테이 구로에서 편안하게 잘쉬다갑니다 프런트직원분들의 친절한 응대덕분에 즐거운 휴가 지내다가 보냅니다 다시한번 감사드려요 ,2019-04-01,
2625,Hans,50,인테리어가 너무 고급스럽고 아늑한 분위기가 마음을 차분하게 만들었어요 그리고 거위털 이불이랑 오리털 베게를 사용해서 그런지 편안하게 잠을 잤답니다 조식도 먹을것도만 딱딱있고 너무너무 맛있게 먹고 왔습니다 언제나 실망시키지 안는 신라스테이 구로네요,2019-04-01,
2626,hyun,50,구로점 처음 체크인할때부터 체크아웃할때까지 아주 만족했습니다 객실도 엄청 깔끔하고 제가 좋아하는 호텔 침구류  직원들은 항상 웃는얼굴로 인사하고 말씀해 주시고 조식도 넘 깔끔하고 맛있네요 역시 쌀국수도 전문점 못지않네요  이번투숙 완전 대만족 ,2019-04-01,
2627,lee,50,객실도 깔끔하고 편안한 분위기였고 위치는 지하철역이 정말가까웠습니다 100M도안되서 신호등한개만 건너면 되요 호텔식당은 정말 맛있고 좋았습니다,2019-04-01,
2628,나뭇잎,50,신라스테이 구로 자주 방문하는데 단 한번도 실망한 적이 없네요 룸 컨디션도 좋고 직원분들도 항상 친절하고 이번 투숙도 너무 좋았습니다,2019-04-01,
2629,Jkyuan,50,친구들과 호캉스 겸 해서 투숙하러 갔는데 역이랑 가까워서 주변에 돌아다니기도 편하고 잠도 편안하게 잤습니다  아침에 조식먹으러 갔는데 쌀국수랑 빵도 맛있고 즐겁게 묵었다가 갑니다,2019-04-01,
2630,songchohee,50,서울 영등포 근처 볼일잇어 잠만푹자고싶어 찾던중 친구추천으로 신라스테이투숙햇는데 너무좋앗습니다 푹신한침대에 저령한가격 깔끔한인테리어 위치도좋습니다,2019-04-01,
